UTR-2 one section northern sky survey. Averaged observational data at sections No. 5 and 6 of the southern UTR-2 antenna.

  RA2000(h)      DEC2000(deg)     T25(kK)          T20(kK)        T16.7(kK)       T14.7(kK)      T12.6(kK)        T10(kK)

    0.00	    -7.00	  18.523	   24.274	   46.726	   60.182	  134.859	  270.674	 
    0.50	    -7.00	  17.470	   24.524	   45.236	   60.546	  128.246	  235.817	 
    1.00	    -7.00	  20.010	   25.915	   46.207	   59.197	  125.369	  235.196	 
    1.50	    -7.00	  18.769	   25.486	   46.228	   57.373	  122.063	  249.252	 
    2.00	    -7.00	  19.708	   25.989	   48.576	   59.238	  121.416	  256.737	 
    2.50	    -7.00	  17.787	   25.514	   57.461	   59.344	  120.607	  267.158	 
    3.00	    -7.00	  16.440	   24.736	   54.186	   62.961	  112.790	  275.499	 
    3.50	    -7.00	  17.115	   25.023	   49.355	   63.292	  116.456	  263.561	 
    4.00	    -7.00	  16.408	   23.922	   45.901	   60.551	  115.799	  225.117	 
    4.50	    -7.00	  17.728	   23.610	   42.604	   59.343	  107.305	  196.951	 
    5.00	    -7.00	  17.198	   23.723	   43.130	   59.279	   99.911	  179.116	 
    5.50	    -7.00	  19.325	   25.041	   47.089	   60.075	  104.995	  194.556	 
    6.00	    -7.00	  21.795	   28.696	   52.133	   68.375	  121.098	  219.435	 
    6.50	    -7.00	  21.674	   31.577	   61.291	   74.926	  123.067	  250.803	 
    7.00	    -7.00	  20.390	   31.341	   64.166	   76.759	  120.334	  273.204	 
    7.50	    -7.00	  18.194	   28.512	   55.018	   67.728	  114.307	  260.807	 
    8.00	    -7.00	  16.170	   23.211	   43.898	   54.849	  101.808	  228.838	 
    8.50	    -7.00	  13.437	   18.158	   36.844	   45.611	   92.925	  193.865	 
    9.00	    -7.00	  12.641	   16.872	   32.629	   40.485	   81.880	  173.644	 
    9.50	    -7.00	  13.090	   17.280	   31.611	   39.009	   75.215	  162.547	 
   10.00	    -7.00	  13.675	   17.814	   32.376	   41.037	   76.639	  165.625	 
   10.50	    -7.00	  14.069	   18.739	   35.353	   47.054	   82.055	  183.260	 
   11.00	    -7.00	  15.045	   20.934	   40.244	   48.835	   84.490	  202.574	 
   11.50	    -7.00	  15.850	   22.028	   42.081	   50.124	   85.691	  208.904	 
   12.00	    -7.00	  17.328	   22.892	   43.866	   52.610	   87.985	  211.804	 
   12.50	    -7.00	  18.038	   25.242	   47.970	   55.130	   91.547	  214.899	 
   13.00	    -7.00	  17.774	   26.285	   48.793	   55.993	   95.432	  221.107	 
   13.50	    -7.00	  17.395	   25.388	   48.621	   56.276	  103.761	  228.020	 
   14.00	    -7.00	  17.783	   25.040	   51.041	   58.677	  114.116	  243.340	 
   14.50	    -7.00	  18.121	   27.733	   54.889	   65.533	  122.278	  264.148	 
   15.00	    -7.00	  18.276	   29.725	   62.473	   74.458	  127.867	  280.301	 
   15.50	    -7.00	  18.049	   31.655	   71.351	   78.244	  121.892	  279.188	 
   16.00	    -7.00	  19.791	   34.711	   71.522	   77.357	  122.435	  288.229	 
   16.50	    -7.00	  20.680	   35.818	   67.611	   82.373	  142.992	  323.536	 
   17.00	    -7.00	  22.815	   41.776	   83.632	  105.855	  189.809	  415.698	 
   17.50	    -7.00	  27.929	   57.658	  127.433	  158.069	  244.850	  575.265	 
   18.00	    -7.00	  37.383	   76.687	  167.552	  206.699	  344.089	  828.251	 
   18.50	    -7.00	  48.427	   93.561	  186.560	  251.667	  428.848	  975.662	 
   19.00	    -7.00	  49.895	   99.628	  194.313	  280.889	  464.601	 1127.178	 
   19.50	    -7.00	  40.554	   84.967	  208.038	  305.223	  532.130	 1162.249	 
   20.00	    -7.00	  33.333	   78.487	  210.765	  310.776	  573.589	 1142.974	 
   20.50	    -7.00	  29.279	   60.749	  162.340	  247.151	  564.667	 1123.330	 
   21.00	    -7.00	  35.626	   49.304	   98.655	  163.188	  439.134	 1080.645	 
   21.50	    -7.00	  30.412	   41.880	   86.792	  138.664	  335.975	  925.407	 
   22.00	    -7.00	  22.987	   38.253	   80.799	  109.148	  263.996	  645.023	 
   22.50	    -7.00	  23.477	   33.041	   64.189	   92.529	  224.906	  427.524	 
